address,nearest_mrt,nearest_distance_to_mrt
342 CHOA CHU KANG LOOP,choa chu kang,0.278
758 CHOA CHU KANG NTH 5,yew tee,0.505
108 TECK WHYE LANE,teck whye,0.201
115 CLEMENTI ST 13,clementi,1.159
104 CLEMENTI ST 14,clementi,0.978
414 EUNOS RD 5,paya lebar,0.574
82 MACPHERSON LANE,tai seng,0.442
127 GEYLANG EAST AVE 1,aljunied,0.559
107 ALJUNIED CRES,aljunied,0.321
346 UBI AVE 1,ubi,0.447
684 HOUGANG AVE 8,hougang,0.678
432 HOUGANG AVE 6,hougang,0.557
418 HOUGANG AVE 8,hougang,0.622
434 HOUGANG AVE 8,hougang,0.598
657 HOUGANG AVE 8,hougang,1.201
670 HOUGANG AVE 8,hougang,0.867
852 HOUGANG CTRL,hougang,0.234
431 HOUGANG AVE 6,hougang,0.489
646 HOUGANG AVE 8,hougang,1.295
343 JURONG EAST ST 31,chinese garden,0.427
236 JURONG EAST ST 21,jurong east,0.807
45 TEBAN GDNS RD,jurong east,1.462
114 HO CHING RD,lakeside,1.216
519 JURONG WEST ST 52,lakeside,0.4
265 BOON LAY DR,boon lay,0.789
266 BOON LAY DR,boon lay,0.834
722 JURONG WEST AVE 5,pioneer,0.682
414 JURONG WEST ST 42,lakeside,1.107
839 JURONG WEST ST 81,pioneer,0.837
953 JURONG WEST ST 91,pioneer,0.891
353 KANG CHING RD,lakeside,0.497
326 TAH CHING RD,lakeside,0.964
198 BOON LAY DR,lakeside,0.735
206 BOON LAY DR,lakeside,0.661
701 JURONG WEST ST 71,pioneer,0.573
4C ST. GEORGE'S LANE,boon keng,0.328
43 CAMBRIDGE RD,farrer park,0.591
632 PASIR RIS DR 3,pasir ris,1.219
482 PASIR RIS DR 4,pasir ris,1.167
188 PASIR RIS ST 12,tampines east,1.131
215 PASIR RIS ST 21,pasir ris,1.494
536 PASIR RIS DR 1,pasir ris,0.275
136 PASIR RIS ST 11,tampines east,1.014
242 PASIR RIS ST 21,pasir ris,1.479
203 PASIR RIS ST 21,tampines east,1.454
266 PASIR RIS ST 21,tampines east,1.51
447 PASIR RIS DR 6,pasir ris,0.984
95 C'WEALTH DR,commonwealth,0.45
153 MEI LING ST,queenstown,0.337
112 C'WEALTH CRES,commonwealth,0.458
102 C'WEALTH CRES,commonwealth,0.649
94 C'WEALTH DR,commonwealth,0.442
8 LOR LEW LIAN,serangoon,0.36
154 SERANGOON NTH AVE 1,kovan,1.729
533 SERANGOON NTH AVE 4,fernvale,1.939
231 SERANGOON AVE 3,lorong chuan,0.603
144 SERANGOON NTH AVE 1,kovan,1.581
525 SERANGOON NTH AVE 4,kovan,1.91
802 TAMPINES AVE 4,tampines west,0.078
292 TAMPINES ST 22,tampines east,0.68
850 TAMPINES ST 82,tampines west,0.881
509 TAMPINES CTRL 1,tampines,0.218
301 TAMPINES ST 32,tampines east,0.328
869 TAMPINES ST 83,tampines west,1.132
805 TAMPINES AVE 4,tampines west,0.132
247 SIMEI ST 5,simei,0.122
458 TAMPINES ST 42,tampines east,0.199
494C TAMPINES ST 43,tampines east,0.866
874 TAMPINES ST 84,tampines west,1.163
450G TAMPINES ST 42,tampines east,0.311
498B TAMPINES ST 45,tampines east,0.695
896A TAMPINES ST 81,tampines west,0.739
498F TAMPINES ST 45,tampines east,0.778
92 LOR 4 TOA PAYOH,braddell,0.398
71 LOR 4 TOA PAYOH,toa payoh,0.55
3 UPP ALJUNIED LANE,mattar,0.875
244 KIM KEAT LINK,toa payoh,1.008
141 POTONG PASIR AVE 3,potong pasir,0.347
245 KIM KEAT LINK,toa payoh,1.027
14 JOO SENG RD,bartley,0.716
20 JOO SENG RD,tai seng,0.79
126 POTONG PASIR AVE 1,potong pasir,0.583
364 WOODLANDS AVE 5,woodlands ,0.257
701 WOODLANDS DR 40,admiralty,0.563
894B WOODLANDS DR 50,woodlands ,0.198
892A WOODLANDS DR 50,woodlands ,0.283
892B WOODLANDS DR 50,woodlands ,0.257
712 WOODLANDS DR 70,admiralty,0.443
332 WOODLANDS AVE 1,marsiling,0.642
709 WOODLANDS DR 70,admiralty,0.342
360 WOODLANDS AVE 5,woodlands,0.354
361 WOODLANDS AVE 5,woodlands,0.352
123 YISHUN ST 11,yishun,0.67
777 YISHUN AVE 2,khatib,0.536
763 YISHUN ST 72,yishun,0.457
146 YISHUN ST 11,yishun,0.331
135 YISHUN ST 11,yishun,0.464
751 YISHUN ST 72,yishun,0.218
256 YISHUN RING RD,yishun,0.757
775 YISHUN RING RD,khatib,0.579
133 ANG MO KIO AVE 3,mayflower,0.676
619 ANG MO KIO AVE 4,yio chu kang,0.784
615 ANG MO KIO AVE 4,mayflower,0.725
3 EAST COAST RD,kembangan,1.56
136 BEDOK NTH AVE 3,bedok,0.745
414 BEDOK NTH AVE 2,bedok,0.674
710 BEDOK RESERVOIR RD,bedok north,0.656
669 JLN DAMAI,kaki bukit,0.209
111 LENGKONG TIGA,kembangan,0.382
67 BEDOK STH AVE 3,tanah merah,0.948
639 BEDOK RESERVOIR RD,kaki bukit,0.563
29 CHAI CHEE AVE,bedok,0.63
161 BEDOK STH AVE 3,tanah merah,0.86
108 BISHAN ST 12,bishan,0.466
141 BISHAN ST 12,bishan,0.858
147 BISHAN ST 11,braddell,0.998
453 SIN MING AVE,bright hill,0.577
234 BT BATOK EAST AVE 5,bukit batok,0.652
147 BT BATOK WEST AVE 6,bukit batok,0.666
133 BT BATOK WEST AVE 6,bukit batok,0.586
119 BT BATOK WEST AVE 6,bukit batok,0.344
188 BT BATOK WEST AVE 6,bukit batok,0.5
189 BT BATOK WEST AVE 6,bukit batok,0.508
255 BT BATOK EAST AVE 4,bukit batok,0.997
261 BT BATOK EAST AVE 4,bukit batok,1.041
222 BT BATOK EAST AVE 3,bukit batok,0.514
352 BT BATOK ST 34,bukit gombak,0.421
10 TELOK BLANGAH CRES,tiong bahru,1.263
6 EVERTON PK,outram park,0.527
148 SILAT AVE,outram park,1.046
851 HOUGANG CTRL,hougang,0.186
34 KIM CHENG ST,havelock,0.459
125 BT MERAH VIEW,tiong bahru,0.42
6 KIM TIAN RD,tiong bahru,0.233
66 TELOK BLANGAH DR,telok blangah,0.381
229 PENDING RD,pending,0.107
114 PENDING RD,pending,0.248
664 BUFFALO RD,little india,0.179
131 CHOA CHU KANG AVE 1,keat hong,0.385
285 CHOA CHU KANG AVE 3,south view,0.379
431 CHOA CHU KANG AVE 4,choa chu kang,0.324
239 CHOA CHU KANG CTRL,keat hong,0.192
63 CIRCUIT RD,mattar,0.378
308 CHOA CHU KANG AVE 4,choa chu kang,0.179
225 CHOA CHU KANG CTRL,south view,0.099
282 CHOA CHU KANG AVE 3,south view,0.231
436 CHOA CHU KANG AVE 4,choa chu kang,0.453
351 CHOA CHU KANG CTRL,choa chu kang,0.252
10 PINE CL,mountbatten,0.33
49 CIRCUIT RD,mattar,0.327
22 EUNOS CRES,eunos,0.567
326 UBI AVE 1,ubi,0.596
517 HOUGANG AVE 10,hougang,0.338
635 HOUGANG AVE 8,kovan,1.297
436 HOUGANG AVE 8,buangkok,0.635
838 HOUGANG CTRL,hougang,0.191
567 HOUGANG ST 51,buangkok,0.668
568 HOUGANG ST 51,buangkok,0.702
571 HOUGANG ST 51,buangkok,0.751
318 HOUGANG AVE 5,hougang,0.756
601 HOUGANG AVE 4,hougang,0.587
641 HOUGANG AVE 8,kovan,1.354
111 HOUGANG AVE 1,kovan,0.696
112 JURONG EAST ST 13,chinese garden,0.501
223 JURONG EAST ST 21,chinese garden,0.414
111 JURONG EAST ST 13,chinese garden,0.52
424 JURONG WEST AVE 1,lakeside,0.873
441 JURONG WEST AVE 1,lakeside,0.788
975 JURONG WEST ST 93,pioneer,0.513
324 TAH CHING RD,lakeside,0.919
153 YUNG HO RD,lakeside,1.865
823 JURONG WEST ST 81,pioneer,1.069
335 KANG CHING RD,lakeside,0.629
912 JURONG WEST ST 91,pioneer,1.194
47 BENDEMEER RD,geylang bahru,0.583
14 KG ARANG RD,mountbatten,0.691
65 JLN MA'MOR,boon keng,1.064
106 JLN DUSUN,toa payoh,0.544
104 JLN RAJAH,toa payoh,0.835
425 PASIR RIS DR 6,pasir ris,0.731
199 PASIR RIS ST 12,pasir ris,1.318
187 PASIR RIS ST 11,tampines east,1.087
604 ELIAS RD,pasir ris,0.758
649 PASIR RIS DR 10,pasir ris,1.359
156 PASIR RIS ST 13,tampines east,1.27
157 PASIR RIS ST 13,tampines east,1.269
222 PASIR RIS ST 21,pasir ris,1.415
463 PASIR RIS ST 41,pasir ris,0.984
120 PASIR RIS ST 11,pasir ris,0.851
66 C'WEALTH DR,commonwealth,0.418
42 HOLLAND DR,buona vista,0.31
46 HOLLAND DR,buona vista,0.323
91 C'WEALTH DR,commonwealth,0.412
92 C'WEALTH DR,commonwealth,0.424
64 C'WEALTH DR,commonwealth,0.372
56 STIRLING RD,queenstown,0.312
421 SERANGOON CTRL,serangoon,0.207
410 SERANGOON CTRL,serangoon,0.217
536 SERANGOON NTH AVE 4,kovan,1.878
326 SERANGOON AVE 3,serangoon,0.514
331 SERANGOON AVE 3,serangoon,0.374
534 SERANGOON NTH AVE 4,kovan,1.948
503 SERANGOON NTH AVE 4,hougang,1.787
506A SERANGOON NTH AVE 4,kovan,1.759
809 TAMPINES AVE 4,tampines west,0.228
209 TAMPINES ST 21,tampines east,0.516
402 TAMPINES ST 41,tampines,0.448
256 SIMEI ST 1,simei,0.18
243 SIMEI ST 5,simei,0.216
860B TAMPINES AVE 5,tampines,0.924
366 TAMPINES ST 34,tampines east,0.766
713 TAMPINES ST 71,tampines,1.063
238 TAMPINES ST 21,tampines,0.316
498A TAMPINES ST 45,tampines east,0.709
498G TAMPINES ST 45,tampines east,0.78
498L TAMPINES ST 45,tampines east,0.748
414 TAMPINES ST 41,tampines,0.741
148 SIMEI ST 1,simei,0.446
242 SIMEI ST 5,simei,0.09
861A TAMPINES AVE 5,tampines,0.887
307 TAMPINES ST 32,tampines east,0.406
382 TAMPINES ST 32,tampines east,0.514
492C TAMPINES ST 45,tampines east,0.808
126 TAMPINES ST 11,simei,0.445
226 SIMEI ST 4,simei,0.411
230J TAMPINES ST 21,tampines east,0.553
325 TAMPINES ST 32,tampines east,0.634
149 TAMPINES ST 12,tampines,0.342
103 POTONG PASIR AVE 1,potong pasir,0.308
84A LOR 2 TOA PAYOH,toa payoh,0.308
43 LOR 5 TOA PAYOH,toa payoh,0.837
370 WOODLANDS AVE 1,woodlands ,0.396
363 WOODLANDS AVE 5,woodlands,0.322
365 WOODLANDS AVE 5,woodlands ,0.196
708 WOODLANDS DR 70,admiralty,0.407
711 WOODLANDS DR 70,admiralty,0.408
604 WOODLANDS DR 42,admiralty,0.641
705 WOODLANDS DR 40,admiralty,0.545
713 WOODLANDS DR 70,admiralty,0.385
11 MARSILING DR,marsiling,0.975
133 MARSILING RISE,marsiling,0.713
357 WOODLANDS AVE 5,woodlands,0.447
838 WOODLANDS ST 82,woodlands ,0.746
761 YISHUN ST 72,yishun,0.49
396 YISHUN AVE 6,yishun,1.343
835 YISHUN ST 81,khatib,0.257
170 YISHUN AVE 7,canberra,0.748
405 YISHUN AVE 6,yishun,1.612
328 YISHUN RING RD,yishun,0.896
837 YISHUN ST 81,khatib,0.129
584 ANG MO KIO AVE 3,ang mo kio,0.446
412 ANG MO KIO AVE 10,ang mo kio,0.929
102 BEDOK RESERVOIR RD,kaki bukit,0.726
61 NEW UPP CHANGI RD,tanah merah,0.792
94C BEDOK NTH AVE 4,tanah merah,0.826
721 BEDOK RESERVOIR RD,bedok reservoir,0.683
102 BISHAN ST 12,braddell,0.536
237 BISHAN ST 22,bishan,0.961
450 SIN MING AVE,upper thomson,0.519
159 BISHAN ST 13,bishan,0.959
247 BISHAN ST 22,bright hill,1.165
143 BT BATOK ST 11,bukit batok,0.646
274 BT BATOK EAST AVE 4,bukit batok,0.941
372 BT BATOK ST 31,bukit gombak,0.064
237 BT BATOK EAST AVE 5,bukit batok,0.64
46 TELOK BLANGAH DR,telok blangah,0.11
11 JLN BT MERAH,redhill,0.927
27 LIM LIAK ST,tiong bahru,0.385
46 LENGKOK BAHRU,redhill,0.531
105 GANGSA RD,petir,0.138
215 PETIR RD,pending,0.358
420 FAJAR RD,fajar,0.153
413 SAUJANA RD,fajar,0.343
415 SAUJANA RD,fajar,0.256
239 BT PANJANG RING RD,bangkit,0.17
538 UPP CROSS ST,chinatown,0.277
403 CHOA CHU KANG AVE 3,south view,0.718
422 CHOA CHU KANG AVE 4,choa chu kang,0.513
306 CHOA CHU KANG AVE 4,choa chu kang,0.172
238 CHOA CHU KANG CTRL,keat hong,0.112
144 TECK WHYE LANE,keat hong,0.454
761 CHOA CHU KANG NTH 5,yew tee,0.498
104 TECK WHYE LANE,teck whye,0.103
513 CHOA CHU KANG ST 51,choa chu kang,0.532
551 CHOA CHU KANG ST 52,yew tee,0.603
207 CHOA CHU KANG CTRL,south view,0.284
530 CHOA CHU KANG ST 51,yew tee,0.828
101 TECK WHYE LANE,teck whye,0.146
764 CHOA CHU KANG NTH 5,yew tee,0.52
206 CLEMENTI AVE 6,clementi,0.783
317 UBI AVE 1,ubi,0.427
123 PAYA LEBAR WAY,mattar,0.458
444 HOUGANG AVE 8,buangkok,0.385
575 HOUGANG ST 51,buangkok,0.876
447 HOUGANG AVE 10,buangkok,0.414
136 LOR AH SOO,bartley,1.048
850 HOUGANG CTRL,hougang,0.211
853 HOUGANG CTRL,hougang,0.292
561 HOUGANG ST 51,buangkok,0.518
262 JURONG EAST ST 24,chinese garden,0.967
439 JURONG WEST AVE 1,lakeside,0.844
544 JURONG WEST ST 42,lakeside,1.073
482 JURONG WEST ST 41,lakeside,0.536
435 JURONG WEST ST 42,lakeside,0.925
323 TAH CHING RD,lakeside,0.891
479 JURONG WEST ST 41,lakeside,0.513
201 BOON LAY DR,lakeside,0.625
336 TAH CHING RD,lakeside,0.697
332 TAH CHING RD,lakeside,0.677
151 YUNG HO RD,lakeside,1.946
23 ST. GEORGE'S RD,boon keng,0.65
34 JLN BAHAGIA,boon keng,0.95
2 JLN BATU,mountbatten,0.372
58 JLN MA'MOR,boon keng,1.116
61 JLN TENTERAM,boon keng,1.058
4B ST. GEORGE'S LANE,boon keng,0.363
104 JLN DUSUN,toa payoh,0.598
48A DORSET RD,farrer park,0.392
35 MARINE CRES,kembangan,1.965
705 PASIR RIS DR 10,pasir ris,1.532
512 PASIR RIS ST 52,pasir ris,0.658
145 PASIR RIS ST 11,tampines east,1.042
274 PASIR RIS ST 21,tampines east,1.383
275 PASIR RIS ST 21,tampines east,1.468
240 PASIR RIS ST 21,pasir ris,1.503
246 PASIR RIS ST 21,pasir ris,1.48
268 PASIR RIS ST 21,tampines east,1.375
544 PASIR RIS ST 51,pasir ris,0.556
454 PASIR RIS DR 6,pasir ris,0.985
262 SERANGOON CTRL DR,serangoon,0.427
553 SERANGOON NTH AVE 3,kovan,2.002
516 SERANGOON NTH AVE 4,kovan,1.795
422 TAMPINES ST 41,tampines,0.492
164 SIMEI RD,upper changi,0.589
939 TAMPINES AVE 5,tampines west,0.425
365 TAMPINES ST 34,tampines east,0.686
714 TAMPINES ST 71,tampines,1.164
498M TAMPINES ST 45,tampines east,0.722
457 TAMPINES ST 42,tampines east,0.216
138 SIMEI ST 1,simei,0.594
716 TAMPINES ST 71,tampines,1.163
120 PAYA LEBAR WAY,mattar,0.49
412 EUNOS RD 5,eunos,0.495
492D TAMPINES ST 45,tampines east,0.857
874A TAMPINES ST 84,tampines west,1.088
97 LOR 3 TOA PAYOH,braddell,0.232
101B LOR 2 TOA PAYOH,braddell,0.132
124 POTONG PASIR AVE 1,potong pasir,0.596
368 WOODLANDS AVE 1,woodlands ,0.373
706 WOODLANDS DR 40,admiralty,0.487
312 WOODLANDS ST 31,marsiling,0.269
710 WOODLANDS DR 70,admiralty,0.385
169 WOODLANDS ST 11,marsiling,0.283
179 WOODLANDS ST 13,marsiling,0.524
135 MARSILING RD,marsiling,0.695
330 WOODLANDS AVE 1,marsiling,0.586
893B WOODLANDS DR 50,woodlands ,0.229
893C WOODLANDS DR 50,woodlands ,0.282
112 WOODLANDS ST 13,woodlands,0.517
893A WOODLANDS DR 50,woodlands ,0.31
829 WOODLANDS ST 83,woodlands ,0.459
767 YISHUN AVE 3,yishun,0.552
817 YISHUN ST 81,khatib,0.603
723 YISHUN ST 71,yishun,0.68
314 ANG MO KIO AVE 3,ang mo kio,0.416
464 ANG MO KIO AVE 10,ang mo kio,0.893
710 ANG MO KIO AVE 8,ang mo kio,0.196
618 ANG MO KIO AVE 4,mayflower,0.751
60 CHAI CHEE RD,bedok,0.974
647 JLN TENAGA,kaki bukit,0.475
68 BEDOK STH AVE 3,tanah merah,0.995
29A CHAI CHEE AVE,bedok,0.686
152 BISHAN ST 11,bishan,0.924
455 SIN MING AVE,upper thomson,0.541
127 BISHAN ST 12,bishan,0.661
163 BISHAN ST 13,bishan,0.957
137 BISHAN ST 12,braddell,0.71
533 BT BATOK ST 51,bukit gombak,0.376
415 BT BATOK WEST AVE 4,bukit gombak,0.774
186 BT BATOK WEST AVE 6,bukit batok,0.668
193 BT BATOK WEST AVE 6,bukit batok,0.663
191 BT BATOK WEST AVE 6,bukit batok,0.611
508 BT BATOK ST 52,bukit batok,0.668
405 BT BATOK WEST AVE 7,bukit gombak,1.067
48 MOH GUAN TER,tiong bahru,0.466
6 REDHILL CL,redhill,0.536
54 LENGKOK BAHRU,redhill,0.345
205 PETIR RD,pending,0.422
410 SAUJANA RD,fajar,0.459
636 VEERASAMY RD,jalan besar,0.127
625 CHOA CHU KANG ST 62,yew tee,0.195
627 CHOA CHU KANG ST 62,yew tee,0.153
11 TECK WHYE LANE,phoenix,0.36
271 CHOA CHU KANG AVE 2,south view,0.355
556 CHOA CHU KANG NTH 6,yew tee,0.447
292 CHOA CHU KANG AVE 3,south view,0.654
352 CLEMENTI AVE 2,clementi,0.692
431 CLEMENTI AVE 3,clementi,0.331
350 UBI AVE 1,ubi,0.517
43 SIMS DR,aljunied,0.708
323 HOUGANG AVE 5,hougang,0.753
836 HOUGANG CTRL,hougang,0.222
220 HOUGANG ST 21,kovan,0.366
572 HOUGANG ST 51,buangkok,0.809
525 HOUGANG AVE 6,hougang,0.408
360 HOUGANG AVE 5,hougang,0.409
569 HOUGANG ST 51,buangkok,0.816
461 HOUGANG AVE 10,hougang,0.297
353 HOUGANG AVE 7,hougang,0.799
49 TEBAN GDNS RD,jurong east,1.427
322 JURONG EAST ST 31,chinese garden,0.738
340 JURONG EAST AVE 1,chinese garden,0.882
327 TAH CHING RD,lakeside,0.921
55 JLN BAHAGIA,boon keng,1.111
95 WHAMPOA DR,boon keng,0.676
106 PASIR RIS ST 12,pasir ris,1.086
467 PASIR RIS DR 6,pasir ris,0.833
181 PASIR RIS ST 11,tampines east,1.126
223 PASIR RIS ST 21,pasir ris,1.379
548 PASIR RIS ST 51,pasir ris,0.704
543 PASIR RIS ST 51,pasir ris,0.507
154 MEI LING ST,queenstown,0.28
244 SERANGOON AVE 2,lorong chuan,0.52
152 SERANGOON NTH AVE 1,kovan,1.719
535A SERANGOON NTH AVE 4,kovan,1.893
103 SERANGOON NTH AVE 1,kovan,2.016
502 SERANGOON NTH AVE 4,hougang,1.805
367A TAMPINES ST 34,tampines east,0.615
369 TAMPINES ST 34,tampines east,0.684
230C TAMPINES ST 24,tampines east,0.364
385 TAMPINES ST 32,tampines east,0.453
721 TAMPINES ST 71,tampines,1.224
892 TAMPINES AVE 8,tampines west,1.094
308 TAMPINES ST 32,tampines east,0.437
125 TAMPINES ST 11,simei,0.501
179 TOA PAYOH CTRL,toa payoh,0.321
81 LOR 4 TOA PAYOH,toa payoh,0.448
12 JOO SENG RD,bartley,0.752
99C LOR 2 TOA PAYOH,braddell,0.177
254 KIM KEAT AVE,potong pasir,1.193
133 POTONG PASIR AVE 1,potong pasir,0.481
103 WOODLANDS ST 13,woodlands,0.566
702 WOODLANDS DR 40,admiralty,0.492
895A WOODLANDS DR 50,woodlands ,0.395
810 WOODLANDS ST 81,woodlands north ,0.682
601 WOODLANDS DR 42,admiralty,0.542
108 WOODLANDS ST 13,woodlands,0.501
333 WOODLANDS ST 32,marsiling,0.727
714 WOODLANDS DR 70,admiralty,0.294
306 WOODLANDS ST 31,marsiling,0.295
356 WOODLANDS AVE 5,woodlands,0.412
107 WOODLANDS ST 13,woodlands,0.43
412 YISHUN RING RD,yishun,1.398
728 ANG MO KIO AVE 6,ang mo kio,0.525
311 ANG MO KIO AVE 3,ang mo kio,0.377
145 BEDOK RESERVOIR RD,kaki bukit,0.416
129 BISHAN ST 12,bishan,0.625
209 BISHAN ST 23,bishan,0.526
192 BT BATOK WEST AVE 6,bukit batok,0.655
29 LIM LIAK ST,tiong bahru,0.338
437 FAJAR RD,fajar,0.274
452 FAJAR RD,fajar,0.173
209 CHOA CHU KANG CTRL,south view,0.413
626 CHOA CHU KANG ST 62,yew tee,0.191
221 CHOA CHU KANG CTRL,south view,0.216
345 CHOA CHU KANG LOOP,south view,0.285
328 UBI AVE 1,ubi,0.676
27 BALAM RD,mattar,0.511
29 BALAM RD,mattar,0.547
122 GEYLANG EAST CTRL,aljunied,0.268
56 CASSIA CRES,mountbatten,0.454
118 HOUGANG AVE 1,kovan,0.794
356 HOUGANG AVE 7,hougang,0.73
101 HOUGANG AVE 1,kovan,0.911
570 HOUGANG ST 51,buangkok,0.78
510 HOUGANG AVE 10,hougang,0.458
428 HOUGANG AVE 6,hougang,0.423
338 JURONG EAST AVE 1,chinese garden,0.887
335 JURONG EAST AVE 1,chinese garden,0.876
723 JURONG WEST AVE 5,pioneer,0.771
947 JURONG WEST ST 91,pioneer,0.997
346 KANG CHING RD,lakeside,0.447
328 TAH CHING RD,lakeside,0.867
453 JURONG WEST ST 42,lakeside,0.879
702 JURONG WEST ST 71,pioneer,0.538
468 NTH BRIDGE RD,lavender,0.227
52 JLN BAHAGIA,toa payoh,1.078
112 LOR 3 GEYLANG,kallang,0.275
562 PASIR RIS ST 51,pasir ris,0.616
642 PASIR RIS DR 10,pasir ris,1.309
131 PASIR RIS ST 11,tampines east,1.098
111 C'WEALTH CRES,commonwealth,0.429
7 GHIM MOH RD,buona vista,0.563
554 SERANGOON NTH AVE 3,kovan,2.093
507 SERANGOON NTH AVE 4,kovan,1.703
552 SERANGOON NTH AVE 3,kovan,2.042
520 SERANGOON NTH AVE 4,kovan,1.824
801 TAMPINES AVE 4,tampines west,0.192
242 TAMPINES ST 21,tampines,0.18
364 TAMPINES ST 34,tampines east,0.588
368 TAMPINES ST 34,tampines east,0.782
701 TAMPINES ST 71,tampines,0.981
707 TAMPINES ST 71,tampines,1.037
734 TAMPINES ST 71,tampines,1.319
839 TAMPINES ST 83,tampines west,0.767
159 SIMEI RD,upper changi,0.385
149 SIMEI ST 1,simei,0.42
256 TAMPINES ST 21,tampines,0.534
257 TAMPINES ST 21,tampines,0.535
711 TAMPINES ST 71,tampines,1.067
715 TAMPINES ST 71,tampines,1.139
882 TAMPINES ST 84,tampines west,0.913
940 TAMPINES AVE 5,tampines west,0.525
85 LOR 4 TOA PAYOH,toa payoh,0.419
13 JOO SENG RD,bartley,0.755
896A WOODLANDS DR 50,woodlands ,0.572
896C WOODLANDS DR 50,woodlands ,0.605
127 MARSILING RISE,woodlands,0.748
896B WOODLANDS DR 50,woodlands ,0.524
893D WOODLANDS DR 50,woodlands ,0.225
233 YISHUN ST 21,yishun,0.706
823 YISHUN ST 81,khatib,0.39
828 YISHUN ST 81,khatib,0.244
625 BEDOK RESERVOIR RD,bedok north,0.223
803 CHAI CHEE RD,bedok,0.823
501 BISHAN ST 11,bishan,0.289
314 BT BATOK ST 32,bukit gombak,0.569
190 BT BATOK WEST AVE 6,bukit batok,0.564
262 BT BATOK EAST AVE 4,bukit batok,1.1
303 BT BATOK ST 31,bukit gombak,0.45
50 MOH GUAN TER,tiong bahru,0.41
1 REDHILL CL,redhill,0.61
38 JLN RUMAH TINGGI,queenstown,0.768
222 PENDING RD,pending,0.331
449 BT PANJANG RING RD,fajar,0.173
450 BT PANJANG RING RD,fajar,0.172
212 PETIR RD,pending,0.532
508 JELAPANG RD,segar,0.181
277 BANGKIT RD,pending,0.417
451 FAJAR RD,fajar,0.159
8 TOH YI DR,beauty world,0.413
28 BALAM RD,mattar,0.546
762 CHOA CHU KANG NTH 5,yew tee,0.588
136 TECK WHYE LANE,keat hong,0.327
337 UBI AVE 1,ubi,0.512
842 SIMS AVE,eunos,0.292
804 HOUGANG CTRL,hougang,0.233
574 HOUGANG ST 51,buangkok,0.914
429 HOUGANG AVE 6,hougang,0.485
242 JURONG EAST ST 24,jurong east,0.975
259 JURONG EAST ST 24,chinese garden,0.834
429 JURONG WEST AVE 1,lakeside,0.939
348 KANG CHING RD,lakeside,0.426
325 TAH CHING RD,lakeside,0.952
4 BOON KENG RD,boon keng,0.42
30 MARINE CRES,kembangan,1.88
186 PASIR RIS ST 11,tampines east,1.128
135 PASIR RIS ST 11,tampines east,0.981
267 PASIR RIS ST 21,tampines east,1.463
549 PASIR RIS ST 51,pasir ris,0.743
47 HOLLAND DR,buona vista,0.278
83 STRATHMORE AVE,queenstown,0.243
549 SERANGOON NTH AVE 3,kovan,2.084
551 SERANGOON NTH AVE 3,kovan,2.081
511 SERANGOON NTH AVE 4,kovan,1.613
519 SERANGOON NTH AVE 4,kovan,1.755
825 TAMPINES ST 81,tampines west,0.765
891A TAMPINES AVE 8,tampines west,0.904
724 TAMPINES ST 71,tampines,1.2
733 TAMPINES ST 71,tampines,1.35
887 TAMPINES ST 81,tampines west,0.912
210 TAMPINES ST 23,tampines east,0.252
706 TAMPINES ST 71,tampines,0.964
893A TAMPINES AVE 8,tampines west,0.914
230G TAMPINES ST 21,tampines east,0.482
495A TAMPINES ST 43,tampines east,0.817
95 LOR 4 TOA PAYOH,braddell,0.296
895C WOODLANDS DR 50,woodlands ,0.52
897B WOODLANDS DR 50,woodlands ,0.674
897C WOODLANDS DR 50,woodlands ,0.69
715 WOODLANDS DR 70,admiralty,0.236
605 WOODLANDS DR 42,admiralty,0.575
140 MARSILING RD,marsiling,0.643
338 WOODLANDS AVE 1,marsiling,0.812
358 WOODLANDS AVE 5,woodlands,0.425
362 WOODLANDS AVE 5,woodlands,0.355
303 WOODLANDS ST 31,marsiling,0.178
796A YISHUN RING RD,khatib,0.22
654 YISHUN AVE 4,yishun,0.93
744 BEDOK RESERVOIR RD,bedok north,0.537
143 BEDOK RESERVOIR RD,kaki bukit,0.478
87 BEDOK NTH ST 4,bedok reservoir,0.841
106 BISHAN ST 12,bishan,0.528
258 BISHAN ST 22,bright hill,1.155
299 BT BATOK ST 22,bukit batok,0.599
4 EVERTON PK,outram park,0.514
19 REDHILL CL,redhill,0.414
7 REDHILL CL,redhill,0.534
2 REDHILL CL,redhill,0.584
18 TIONG BAHRU RD,havelock,0.328
39 JLN RUMAH TINGGI,redhill,0.756
126 BT MERAH VIEW,tiong bahru,0.435
84 TELOK BLANGAH HTS,telok blangah,0.684
448 BT PANJANG RING RD,fajar,0.166
453 FAJAR RD,fajar,0.129
763 CHOA CHU KANG NTH 5,yew tee,0.537
508 CHOA CHU KANG ST 51,choa chu kang,0.451
526 CHOA CHU KANG ST 51,choa chu kang,0.721
848 SIMS AVE,eunos,0.349
837 HOUGANG CTRL,hougang,0.241
909 HOUGANG ST 91,buangkok,1.243
359 HOUGANG AVE 5,hougang,0.4
639 HOUGANG AVE 8,kovan,1.291
494 JURONG WEST ST 41,lakeside,0.731
434 JURONG WEST ST 42,lakeside,0.927
551 JURONG WEST ST 42,lakeside,1.008
345 KANG CHING RD,lakeside,0.455
347 KANG CHING RD,lakeside,0.426
